,flight_number,airline_code,departure_airport,arrival_airport,flighthistory_id,aircraft_id,original_departure_utc,published_dept_time,published_arr_time,present_condition,dewpoint,temperature,visibility,wind_speed,knots,bearing,altitude,callsign,ground_speed,latitude_degrees,longitude_degrees
733,146.0,9E,RDU,MSP,306567858.0,FLG3294,2013-08-20 12:30:00+00,10:25:00,13:15:00,Mist,53.0,55.0,10.0,5.75,5.75,230.0,17356.29723,CPZ57O8,445,43.47000122,-89.52999878
734,841.0,MQ,CMH,ORD,306313696.0,CHQ4768,2013-08-18 19:43:00+00,10:35:00,11:50:00,Mist,48.0,50.0,10.0,4.6,4.6,350.0,17356.29723,UAL799,446,41.95000076,-85.33000183
735,4960.0,MQ,MCI,ORD,306550242.0,GJS366O,2013-08-21 00:37:00+00,11:30:00,13:00:00,Drizzle reported recently,66.0,89.0,10.0,8.06,8.06,340.0,17356.29723,DAL1187,424,28.21999931,-81.18000031
736,650.0,MQ,ORD,DSM,306559848.0,EGF2847,2013-08-20 21:30:00+00,02:40:00,03:50:00,Fog,46.0,50.0,8.06287664,3.45,3.45,290.0,17356.29723,AAL151,326,42.18000031,-71.06999969
737,9805.0,OO,SAN,LAX,306669220.0,SKW2612,2013-08-21 19:25:00+00,21:53:00,22:39:00,Light Rain,68.0,73.0,10.0,11.51,11.51,250.0,17356.29723,EJA372,272,41.5,-87.25
738,234.0,AA,DFW,ORD,306319174.0,SKW6225,2013-08-19 02:03:00+00,12:40:00,15:05:00,Thunderstorm in the vicinity,48.0,71.0,10.0,12.66,12.66,200.0,17356.29723,SWA429,425,40.88000107,-87.43000031
739,716.0,DL,DTW,MSY,306523089.0,DAL1O59,2013-08-20 12:50:00+00,12:50:00,15:22:00,Mist,46.0,62.0,10.0,11.51,11.51,250.0,17356.29723,AWE2044,440,43.77999878,-89.87999725
740,1413.0,OO,LAX,OAK,306296199.0,SWA3482,2013-08-19 04:20:00+00,00:20:00,01:41:00,Mist,77.0,78.0,5.9,0.0,0.0,140.0,17356.29723,ASQ4940,401,42.20000076,-88.55000305
741,426.0,AA,LGA,DFW,306445002.0,AAL719,2013-08-19 12:25:00+00,16:15:00,20:10:00,Light Drizzle,59.0,75.0,6.21,9.21,9.21,260.0,17356.29723,JBU1216,168,42.5,-70.93000031
742,3631.0,AA,SFO,ORD,306571574.0,UAL1O38,2013-08-20 14:55:00+00,22:05:00,02:10:00,Mist,48.0,80.0,5.9,9.21,9.21,990.0,17356.29723,JBU536,421,27.54999924,-78.91999817
743,677.0,9K,MVY,PVD,306800036.0,WIG81O2,2013-08-21 13:00:00+00,11:35:00,12:02:00,Light Rain,42.0,53.0,10.0,0.0,0.0,280.0,17356.29723,ASQ5845,394,43.22000122,-85.08000183
744,1187.0,OO,SFO,SLC,306571729.0,SKW4787,2013-08-21 01:30:00+00,17:30:00,19:15:00,Heavy Rain,62.0,80.0,5.9,2.3,2.3,70.0,1000.0,JBU1125,468,27.85000038,-79.62999725
745,244.0,MQ,LAW,DFW,306443207.0,EGF3362,2013-08-19 11:00:00+00,15:15:00,16:00:00,Mist,60.0,69.0,10.0,6.9,6.9,340.0,17356.29723,AWI4O44,407,40.70000076,-87.25
746,696.0,DL,ORD,MSP,306554918.0,EGF3713,2013-08-20 19:15:00+00,22:05:00,23:36:00,Showers in the vicinity,64.0,75.0,10.0,3.45,3.45,320.0,17356.29723,SWA2O48,469,39.56999969,-94.18000031
747,729.0,DL,SAV,ATL,308278150.0,SUB1O18,2013-09-05 00:00:00+00,10:30:00,11:37:00,Showers in the vicinity,50.0,78.0,6.21,18.41,18.41,130.0,17356.29723,DAL2122,444,43.59999847,-89.40000153
748,890.0,OO,LAX,SAN,306146709.0,SKW2656,2013-08-17 00:40:00+00,01:15:00,02:08:00,Light Rain Showers,73.0,87.0,10.0,6.9,6.9,40.0,17356.29723,SWA2O77,230,41.77000046,-87.94999695
749,741.0,DL,JAX,ATL,307336192.0,DAL1190,2013-08-28 22:30:00+00,18:15:00,19:30:00,Mist,44.0,57.0,5.9,4.6,4.6,30.0,17356.29723,UAL1O58,451,40.47999954,-86.37999725
750,5111.0,DL,LGA,ATL,306545487.0,TRS685,2013-08-20 23:00:00+00,15:00:00,17:32:00,Haze,26.0,57.0,6.21,8.06,8.06,250.0,17356.29723,DAL1610,399,43.27000046,-85.37999725
751,3301.0,9E,RDU,CVG,306567766.0,CHQ6349,2013-08-20 15:30:00+00,11:20:00,12:53:00,Light Rain,48.0,68.0,10.0,8.06,8.06,180.0,17356.29723,UAL1482,487,42.52000046,-91.52999878
752,414.0,9E,DTW,IAD,306321534.0,ASQ5734,2013-08-18 23:32:00+00,21:25:00,22:55:00,Light Drizzle,50.0,50.0,10.0,0.0,0.0,990.0,9000.0,ASQ4217,401,40.72999954,-86.08000183
753,3418.0,S5,LGA,DCA,306545660.0,TCF59O5,2013-08-20 11:59:00+00,16:00:00,17:23:00,Mist,53.0,77.0,10.0,12.66,12.66,310.0,17356.29723,OPT908,421,42.90000153,-86.91999817
754,606.0,9E,GRR,DTW,306328268.0,ASQ5196,2013-08-18 23:00:00+00,16:00:00,16:56:00,Light Rain,50.0,73.0,10.0,0.0,0.0,260.0,17356.29723,GJS3627,445,41.09999847,-91.0
755,1666.0,MQ,LGA,DTW,306545712.0,DAL2331,2013-08-20 21:25:00+00,14:25:00,16:25:00,Mist,53.0,55.0,8.06287664,3.45,3.45,260.0,17356.29723,UAL732,489,42.84999847,-90.33000183
756,860.0,US,BOS,PHL,306405629.0,JBU1159,2013-08-19 22:10:00+00,20:30:00,22:00:00,Haze,55.0,59.0,10.0,3.45,3.45,260.0,17356.29723,EGF3343,437,40.02000046,-85.72000122
757,4123.0,OO,FAT,SLC,306324638.0,SKW4571,2013-08-18 23:30:00+00,20:30:00,22:10:00,Showers in the vicinity,55.24135887,105.0,6.21,6.9,6.9,80.0,17356.29723,EGF3095,408,41.09999847,-88.31999969
758,111.0,AA,DFW,SAT,306319296.0,AAL845,2013-08-18 22:25:00+00,22:25:00,23:30:00,Mist,51.0,69.0,10.0,3.45,3.45,220.0,17356.29723,EJA362,213,26.02000046,-80.41999817
759,1843.0,OO,MEM,ORD,306049806.0,LOF3393,2013-08-15 11:00:00+00,19:25:00,21:15:00,Light Rain,59.0,73.0,15.0,3.45,3.45,110.0,17356.29723,DAL1366,469,26.43000031,-81.93000031
760,7962.0,YX,MCI,DEN,306550161.0,SWA24,2013-08-20 20:15:00+00,18:15:00,20:24:00,Fog,48.0,59.0,10.0,8.06,8.06,270.0,17356.29723,UAL1542,424,27.12999916,-80.52999878
761,2034.0,UA,BWI,ORD,306509172.0,UAL415,2013-08-20 13:41:00+00,13:41:00,15:40:00,Mist,46.0,57.0,5.9,10.36,10.36,210.0,17356.29723,SWA1376,442,38.11999893,-97.02999878
762,862.0,EV,SAT,DTW,306569492.0,CPZ5757,2013-08-20 21:37:00+00,21:46:00,00:47:00,Haze,66.0,82.0,6.21,23.02,23.02,990.0,17356.29723,DAL1156,472,40.02999878,-92.93000031
763,6340.0,AA,ORD,LGA,306357956.0,AAL35O,2013-08-18 23:05:00+00,18:20:00,20:35:00,Light Rain,37.0,42.0,10.0,0.0,0.0,280.0,17356.29723,EJA375,459,39.84999847,-94.62000275
764,554.0,DL,ATL,RDU,306399729.0,TRS679,2013-08-19 21:55:00+00,16:43:00,18:05:00,Light Rain,75.0,77.0,3.11,6.9,6.9,230.0,17356.29723,UAL1561,451,41.83000183,-91.69999695
765,8820.0,AA,DFW,PHX,306419228.0,AAL1279,2013-08-19 18:35:00+00,20:20:00,22:40:00,Haze,73.0,87.0,10.0,5.75,5.75,200.0,17356.29723,DAL384,469,38.47999954,-88.40000153
766,1379.0,AA,DFW,SLC,306419382.0,AAL871,2013-08-20 02:20:00+00,23:05:00,01:50:00,Mist,68.0,68.0,1.37,8.95,8.95,300.0,17356.29723,DAL1795,476,40.15000153,-93.37000275
767,87.0,DL,CHS,ATL,306411448.0,DAL1791,2013-08-19 21:00:00+00,11:30:00,12:39:00,Light Thunderstorm Rain,78.0,80.0,5.9,1.15,1.15,340.0,17356.29723,EGF2729,437,37.54999924,-90.30000305
768,7258.0,OO,MSP,BRD,307688143.0,BMJ52,2013-08-29 11:15:00+00,00:20:00,01:13:00,Light Rain Showers,46.0,69.0,15.0,8.06,8.06,150.0,17356.29723,UAL734,493,40.84999847,-90.51999664
769,432.0,EV,ATL,SGF,306501715.0,ASQ5O2O,2013-08-20 15:31:00+00,20:10:00,22:01:00,Light Rain Showers,55.0,96.0,6.21,21.87,21.87,120.0,17356.29723,AAL2321,446,40.65000153,-88.72000122
770,4033.0,9E,EWR,CVG,306424183.0,ASQ4536,2013-08-20 00:49:00+00,17:28:00,19:30:00,Light Thunderstorm Rain,75.0,80.0,5.0,3.45,3.45,150.0,17356.29723,SWA568,430,37.52999878,-90.62000275
771,820.0,UA,EWR,SNA,306525802.0,UAL151,2013-08-20 16:18:00+00,16:18:00,22:16:00,Mist,75.0,84.0,5.9,4.6,4.6,300.0,17356.29723,ASQ6045,429,36.90000153,-94.80000305
772,581.0,MQ,ORD,CVG,306357542.0,EGF2942,2013-08-19 02:00:00+00,23:25:00,00:35:00,Light Rain Showers,44.0,48.0,10.0,0.0,0.0,210.0,17356.29723,EGF2912,438,38.43000031,-94.26999664
773,5949.0,DL,ATL,DCA,306398974.0,DAL374,2013-08-20 00:30:00+00,01:45:00,03:36:00,Mist,68.0,78.0,8.0,0.0,0.0,220.0,17356.29723,ASQ5086,393,40.77999878,-94.33000183
774,727.0,DL,LAX,SLC,306443971.0,SKW2626,2013-08-20 01:55:00+00,01:00:00,02:49:00,Mist,69.0,75.0,10.0,12.66,12.66,260.0,17356.29723,AAY142,458,36.52999878,-102.5500031
775,618.0,US,LGA,BOS,306444846.0,TCF5890,2013-08-19 21:00:00+00,11:00:00,12:06:00,Showers in the vicinity,53.0,55.0,10.0,8.06,8.06,240.0,17356.29723,EJA377,462,37.47999954,-101.5999985
776,1003.0,EV,ATL,CHA,306398854.0,ASQ5289,2013-08-19 16:06:00+00,16:10:00,16:55:00,Mist,44.0,50.0,10.0,0.0,0.0,320.0,12000.0,SWA287,457,38.72000122,-98.27999878
777,4863.0,9E,PVD,DTW,306466789.0,FLG3677,2013-08-19 18:34:00+00,20:30:00,22:39:00,Light Rain,71.0,75.0,10.0,0.0,0.0,290.0,17356.29723,SWA806,433,38.91999817,-98.66999817
778,1572.0,DL,ORD,MSP,306560331.0,DAL136O,2013-08-20 17:15:00+00,22:05:00,23:36:00,Smoke,95.0,77.0,4.35,3.45,3.45,300.0,17356.29723,UAL1111,474,41.95000076,-85.05000305
779,167.0,OO,MSP,DLH,306554646.0,FLG3583,2013-08-20 16:25:00+00,22:40:00,23:37:00,Light Rain,50.0,59.0,6.21,8.06,8.06,270.0,17356.29723,EJA9O3,503,38.93000031,-97.52999878
780,1315.0,DL,ATL,IAD,306399209.0,TCF5137,2013-08-19 09:33:00+00,14:00:00,15:54:00,Rain reported recently,57.0,60.0,15.0,5.75,5.75,330.0,18000.0,AAL109,476,35.54999924,-98.91999817
781,5010.0,DL,DEN,ATL,306417715.0,DAL1916,2013-08-19 19:15:00+00,14:00:00,16:50:00,Heavy Thunderstorm Rain,60.0,66.0,10.0,8.06,8.06,240.0,17356.29723,EGF3552,392,26.62000084,-80.15000153
782,2701.0,AA,DFW,ELP,306418788.0,AAL625,2013-08-20 03:30:00+00,01:10:00,02:50:00,Widespread Dust,44.0,66.0,10.0,4.6,4.6,280.0,17356.29723,SWA426,448,39.68000031,-94.52999878
783,1347.0,9E,EWR,CVG,306424186.0,FLG3932,2013-08-19 20:59:00+00,20:59:00,23:05:00,Thunderstorm reported recently,77.0,84.0,5.9,4.6,4.6,310.0,17356.29723,SWA1985,458,38.08000183,-92.34999847
784,635.0,DL,DFW,ATL,306519921.0,DAL1954,2013-08-20 12:00:00+00,17:15:00,19:21:00,Light Rain,46.0,53.0,10.0,5.75,5.75,290.0,17356.29723,AAL1162,427,35.38000107,-100.1800003
785,842.0,AA,LGA,DFW,306343757.0,AAL763,2013-08-18 19:50:00+00,18:00:00,21:55:00,Light Rain Showers,44.0,48.0,5.9,13.81,13.81,310.0,17356.29723,SWA391,463,39.90000153,-92.94999695
786,1047.0,9E,DLH,MSP,308371575.0,BMJ57,2013-09-06 00:20:00+00,20:20:00,21:12:00,Thunderstorm in the vicinity,55.24135887,73.0,3.11,1.15,1.15,140.0,17356.29723,OPT7O8,508,26.75,-82.87000275
787,421.0,9K,ALB,MSS,308569653.0,KAP550,2013-09-10 23:05:00+00,22:35:00,23:45:00,Rain,69.0,80.0,10.0,0.0,0.0,270.0,17356.29723,SKW6199,415,39.33000183,-102.8300018
788,2.0,WN,SFO,LAX,306174716.0,AAL2456,2013-08-16 20:10:00+00,00:50:00,02:10:00,Haze,53.0,69.0,10.0,9.21,9.21,230.0,17356.29723,AAL1096,473,39.72000122,-94.77999878
789,213.0,S5,LGA,ORD,306545895.0,TCF5959,2013-08-21 00:15:00+00,19:15:00,22:00:00,Mist,66.0,75.0,10.0,16.11,16.11,300.0,17356.29723,ASQ5860,439,41.06999969,-85.01999664
790,261.0,G7,DTW,PIT,306421866.0,CHQ6366,2013-08-20 00:19:00+00,18:00:00,19:04:00,Fog,55.0,59.0,2.8,10.36,10.36,230.0,17356.29723,ASQ6017,397,42.52000046,-90.75
791,9792.0,B6,FLL,JFK,306425698.0,JBU1502,2013-08-19 10:00:00+00,10:00:00,12:43:00,Heavy Rain,60.0,86.0,6.21,6.9,6.9,310.0,17356.29723,FFT585,438,37.04999924,-100.9499969
792,149.0,AA,DFW,MSY,306419136.0,AAL1959,2013-08-19 18:55:00+00,16:20:00,17:45:00,Light Rain,46.0,53.0,10.0,4.6,4.6,220.0,17356.29723,PEN25O,190,46.47999954,-68.15000153
793,690.0,9E,DTW,TVC,306523256.0,FLG3745,2013-08-21 02:00:00+00,21:43:00,22:49:00,Rain,50.0,57.0,8.06287664,8.06,8.06,230.0,17356.29723,ASQ4296,257,37.47999954,-97.43000031
794,1009.0,MQ,ORD,GRR,306559981.0,CHQ5026,2013-08-20 14:40:00+00,12:40:00,13:25:00,Light Drizzle,71.0,71.0,9.0,3.45,3.45,180.0,17356.29723,DAL2264,452,42.52000046,-86.55000305
795,415.0,US,PHX,SAN,306564558.0,SWA212,2013-08-21 01:45:00+00,14:50:00,16:03:00,Blowing Sand,50.0,77.0,5.9,13.42,13.42,280.0,17356.29723,EGF3O07,449,41.27000046,-87.80000305
796,1893.0,AA,DEN,DFW,306417847.0,TCF3481,2013-08-19 19:35:00+00,20:35:00,22:35:00,Showers in the vicinity,59.0,73.0,10.0,11.51,11.51,300.0,17356.29723,EJA979,506,39.65000153,-86.83000183
797,1165.0,9E,DTW,FWA,306321500.0,FLG3905,2013-08-18 16:26:00+00,12:56:00,13:55:00,Light Rain,57.0,57.0,8.06287664,6.596111013,6.596111013,300.0,34000.0,ASQ4296,216,37.5,-97.43000031
798,2525.0,DL,ATL,MKE,306501399.0,TRS105,2013-08-21 01:10:00+00,18:57:00,20:55:00,Mist,42.0,71.0,10.0,3.45,3.45,260.0,17356.29723,FLG3605,452,42.52999878,-90.26999664
799,4181.0,MQ,ORD,CID,306559650.0,EGF2903,2013-08-20 22:55:00+00,11:55:00,12:50:00,Light Rain,75.0,91.0,10.0,5.75,5.75,230.0,17356.29723,FLG3829,399,41.54999924,-89.31999969
800,815.0,DL,DEN,MSP,306418189.0,FFT106,2013-08-19 17:20:00+00,19:25:00,21:19:00,Light Rain,46.0,77.0,5.9,8.95,8.95,170.0,17356.29723,AWE604,440,39.08000183,-91.30000305
801,209.0,DL,JAX,ATL,306538198.0,TRS335,2013-08-20 14:38:00+00,13:00:00,14:15:00,Light Rain,46.0,55.0,5.9,3.45,3.45,990.0,17356.29723,EGF3552,381,26.62000084,-80.15000153
802,70.0,OO,SLC,IDA,306692864.0,AMF624,2013-08-19 12:15:00+00,15:51:00,16:51:00,Light Rain,48.0,59.0,10.0,13.81,13.81,360.0,17356.29723,EGF3029,409,42.52000046,-90.58000183
803,5717.0,AA,LBB,DFW,307244301.0,AAL1618,2013-08-27 23:30:00+00,12:25:00,13:35:00,Haze,55.24135887,69.7258681,8.06287664,6.596111013,6.596111013,990.0,17356.29723,CPZ5684,436,40.70000076,-86.51999664
804,5032.0,DL,LAX,LAS,306443550.0,DAL1237,2013-08-20 01:05:00+00,01:05:00,02:17:00,Mist,51.0,64.0,5.9,5.75,5.75,220.0,17356.29723,ASQ5386,452,42.0,-86.87999725
805,52.0,9E,CAK,DTW,306408066.0,FLG4028,2013-08-19 10:35:00+00,21:42:00,22:50:00,Light Rain,42.0,68.0,6.21,9.21,9.21,220.0,17356.29723,EJA831,400,41.45000076,-87.75
806,1437.0,AA,DFW,IND,306318918.0,AAL880,2013-08-18 20:45:00+00,20:50:00,22:55:00,Light Rain,53.0,57.0,15.0,11.51,11.51,320.0,17356.29723,EGF3719,355,40.58000183,-84.52999878
807,104.0,3M,AOO,JST,306598704.0,SIL4O57,2013-08-21 23:04:00+00,09:30:00,10:01:00,Light Rain,60.0,84.0,6.21,4.6,4.6,280.0,6000.0,AAL936,436,42.59999847,-93.33000183
808,1557.0,VX,LAS,LAX,306443982.0,SWA2787,2013-08-19 19:55:00+00,20:10:00,21:20:00,Light Rain,57.0,80.0,10.0,6.9,6.9,310.0,1500.0,AWE694,456,37.88000107,-89.97000122
809,7.0,AA,LGA,DFW,306343759.0,AAL785,2013-08-18 21:55:00+00,17:45:00,21:35:00,Thunderstorm,69.0,73.0,10.0,0.0,0.0,100.0,17356.29723,UAL1228,452,37.15000153,-94.62999725
810,1286.0,S5,ORD,LGA,306560162.0,TCF5950,2013-08-20 20:30:00+00,15:30:00,17:45:00,Fog,42.0,44.0,8.06287664,6.9,6.9,300.0,17356.29723,FLG4180,475,41.02999878,-85.26999664
811,1607.0,DL,LAS,SLC,306342095.0,DAL957,2013-08-18 23:56:00+00,17:45:00,19:01:00,Rain,50.0,53.0,10.0,4.6,4.6,230.0,17356.29723,ASQ6163,394,34.47999954,-97.81999969
812,2048.0,OO,PSC,SLC,306363882.0,FLG3475,2013-08-18 20:35:00+00,13:15:00,14:53:00,Smoke,17.0,68.0,10.0,0.0,0.0,330.0,15000.0,AAL2321,449,40.63000107,-88.73000336
813,1734.0,OO,LAX,SFO,306042512.0,SWA4373,2013-08-16 04:50:00+00,04:25:00,05:49:00,Smoke,75.0,86.0,5.9,8.06,8.06,100.0,24000.0,LOF3348,377,41.95000076,-86.31999969
814,308.0,MQ,ORD,MSP,306560315.0,TCF3534,2013-08-20 23:05:00+00,13:00:00,14:20:00,Mist,57.0,78.0,5.9,12.66,12.66,240.0,17356.29723,EGF3339,391,37.90000153,-93.01999664
815,771.0,DL,BNA,ATL,306505534.0,DAL1412,2013-08-20 17:00:00+00,10:30:00,11:35:00,Mist,48.0,48.0,8.06287664,11.51,11.51,210.0,9000.0,EGF3095,419,41.06999969,-88.33000183
816,285.0,AA,LGA,ORD,306460145.0,UAL635,2013-08-19 10:00:00+00,10:00:00,12:25:00,Mist,42.0,55.0,8.06287664,3.45,3.45,250.0,17356.29723,TCF3572,439,37.06999969,-93.62000275
817,270.0,DL,DTW,DFW,306522845.0,AAL6O3,2013-08-20 16:15:00+00,16:20:00,19:11:00,Light Rain,48.0,53.0,10.0,0.0,0.0,250.0,17356.29723,AAL1494,286,42.15000153,-88.12000275
818,3713.0,MQ,FWA,ORD,306528500.0,SKW5322,2013-08-21 00:22:00+00,15:15:00,16:10:00,Mist,55.0,71.0,10.0,14.96,14.96,100.0,17356.29723,EGF2993,419,41.06999969,-91.43000031
819,5769.0,AA,JFK,LAX,306538817.0,DAL863,2013-08-20 16:00:00+00,01:40:00,07:40:00,Drizzle,60.0,86.0,6.0,4.6,4.6,10.0,17356.29723,EGF3733,456,39.15000153,-90.98000336
820,91.0,DL,ATL,LGA,306399355.0,TRS667,2013-08-19 14:15:00+00,19:45:00,22:15:00,Rain,73.0,86.0,10.0,18.41,18.41,220.0,17356.29723,TCF3441,432,38.34999847,-91.62999725
821,9802.0,9E,DTW,BUF,306321354.0,ASQ4920,2013-08-18 19:31:00+00,14:15:00,15:31:00,Mist,64.0,71.0,6.21,6.9,6.9,290.0,17356.29723,AAL1636,441,38.52999878,-98.31999969
822,169.0,AA,MSP,DFW,306454192.0,CPZ5788,2013-08-19 22:15:00+00,18:35:00,21:05:00,Light Rain,57.0,57.0,9.0,0.0,0.0,240.0,17356.29723,FLG3912,403,40.72999954,-88.23000336
823,4121.0,AA,MIA,LGA,306552880.0,AAL1898,2013-08-20 18:40:00+00,12:20:00,15:15:00,Rain,64.0,95.0,10.0,8.06,8.06,990.0,17356.29723,EGF299O,367,36.77000046,-93.44999695
824,1473.0,AA,LAX,SFO,306342837.0,SWA213,2013-08-18 21:40:00+00,14:10:00,15:35:00,Light Rain,57.0,71.0,5.9,10.36,10.36,330.0,17356.29723,AWE465,471,38.58000183,-97.69999695
825,5012.0,MQ,ATL,MIA,306399479.0,DAL7,2013-08-20 11:30:00+00,14:00:00,16:05:00,Fog in the vicinity,44.0,71.0,10.0,4.6,4.6,240.0,17356.29723,EGF3733,433,39.16999817,-90.98000336
826,1086.0,9E,MSP,ATW,306400017.0,FLG4O51,2013-08-19 18:05:00+00,20:57:00,22:03:00,Showers in the vicinity,35.0,35.0,0.75,9.21,9.21,340.0,17356.29723,TCF5939,437,41.40000153,-86.52999878
827,659.0,DL,ATL,GSO,306501070.0,DAL1206,2013-08-20 22:40:00+00,12:10:00,13:27:00,Heavy Rain,62.0,69.0,5.9,6.9,6.9,90.0,17356.29723,AWE2085,460,35.84999847,-100.25
828,895.0,EV,DTW,PIT,306421867.0,ASQ5294,2013-08-19 19:25:00+00,19:25:00,20:27:00,Light Drizzle,75.0,87.0,5.9,4.6,4.6,200.0,17356.29723,CPZ5785,480,34.52999878,-96.06999969
829,7174.0,UA,MSY,IAH,306353025.0,TCF3560,2013-08-18 15:48:00+00,22:21:00,23:36:00,Rain,53.0,68.0,30.0,0.0,0.0,990.0,17356.29723,EGF3162,350,42.45000076,-86.93000031
830,1134.0,9E,DTW,ALB,306396558.0,FLG3733,2013-08-19 18:17:00+00,14:31:00,16:07:00,Fog,48.0,71.0,6.21,10.36,10.36,100.0,17356.29723,UAL349,466,39.13000107,-102.1299973
831,5170.0,EV,CHO,ATL,306411415.0,ASQ5246,2013-08-19 16:45:00+00,10:55:00,12:30:00,Light Rain Showers,64.0,69.0,7.0,4.6,4.6,260.0,17356.29723,SKW468R,457,31.97999954,-96.30000305
832,3334.0,UA,PDX,SFO,306462230.0,UAL328,2013-08-19 23:08:00+00,02:45:00,04:37:00,Mist,68.0,84.0,10.0,11.51,11.51,260.0,17356.29723,UAL360,488,36.52999878,-114.1299973
833,1846.0,EV,ATL,XNA,306399959.0,ASQ5O76,2013-08-20 02:05:00+00,20:18:00,22:10:00,Mist,57.0,75.0,6.0,11.51,11.51,300.0,17356.29723,SWA349,361,35.25,-116.1999969
834,617.0,OO,LAX,SAN,307443734.0,SKW2620,2013-08-29 21:40:00+00,05:20:00,06:05:00,Mist,59.0,62.0,10.0,3.45,3.45,290.0,30000.0,AWE576,180,32.68000031,-117.0
835,402.0,MQ,TVC,ORD,306783115.0,ASQ6141,2013-08-22 19:44:00+00,20:55:00,22:00:00,Heavy Rain,71.0,84.0,10.0,5.75,5.75,20.0,17356.29723,ASH2791,454,35.68000031,-84.73000336
836,933.0,MQ,LBB,DFW,307736007.0,AAL1618,2013-09-01 23:30:00+00,14:45:00,15:50:00,Mist,69.0,98.0,5.9,11.51,11.51,190.0,17356.29723,DAL17O6,453,35.40000153,-114.0800018
837,1918.0,DL,RDU,ATL,306567717.0,TRS642,2013-08-20 10:50:00+00,15:00:00,16:20:00,Haze,50.0,66.0,10.0,5.75,5.75,340.0,17356.29723,SWA275,467,33.22000122,-85.15000153
838,209.0,DL,SDF,ATL,306470268.0,SWA3857,2013-08-19 12:10:00+00,10:00:00,11:15:00,Light Drizzle,78.0,96.0,6.21,5.75,5.75,280.0,17356.29723,AWE2O91,443,33.63000107,-87.15000153
839,185.0,VX,LAX,SFO,306544617.0,UAL627,2013-08-20 19:49:00+00,22:40:00,23:55:00,Light Rain Showers,30.0,57.0,10.0,6.9,6.9,30.0,17356.29723,SWA2874,201,33.43000031,-111.8700027
840,2134.0,B6,FLL,LGA,306425718.0,JBU1472,2013-08-20 00:10:00+00,16:47:00,19:42:00,Light Rain,60.0,64.0,5.9,5.75,5.75,250.0,17356.29723,CHQ6129,286,35.13000107,-81.25
841,239.0,US,PHX,LAX,306361971.0,SKW2625,2013-08-18 21:05:00+00,14:40:00,16:08:00,Haze,77.0,84.0,5.9,4.6,4.6,220.0,17356.29723,ASQ2519,373,34.13000107,-99.09999847
842,2627.0,EV,ECP,ATL,306399046.0,ASQ4886,2013-08-19 23:55:00+00,23:55:00,01:08:00,Light Rain,57.0,62.0,10.0,5.75,5.75,260.0,18000.0,SWA48O,423,38.27999878,-109.9000015
843,490.0,AA,ORD,SAN,306460327.0,AAL1975,2013-08-19 17:25:00+00,14:20:00,18:25:00,Fog,44.0,53.0,8.06287664,2.3,2.3,230.0,15000.0,EJA905,285,41.06999969,-75.05000305
844,97.0,G7,BTV,ORD,307306209.0,LOF3348,2013-08-28 18:32:00+00,09:45:00,12:10:00,Light Snow,59.0,77.0,1.25,6.9,6.9,250.0,17356.29723,UAL295,462,36.47999954,-91.76999664
845,1311.0,EV,ATL,ICT,306536388.0,ASQ55O5,2013-08-20 20:10:00+00,13:18:00,15:33:00,Mist,55.0,62.0,5.9,10.36,10.36,310.0,17356.29723,RPA3227,374,41.47999954,-71.22000122
846,4221.0,9E,OMA,MSP,306559192.0,FLG3739,2013-08-20 20:00:00+00,20:10:00,21:20:00,Mist,50.0,75.0,10.0,16.11,16.11,330.0,17356.29723,FFT5O6,240,40.56999969,-74.06999969
847,1778.0,MQ,DFW,GRK,306520206.0,EGF2979,2013-08-20 22:45:00+00,16:10:00,16:55:00,Smoke,55.0,57.0,10.0,1.15,1.15,290.0,17356.29723,JBU1216,170,42.5,-70.93000031
848,1367.0,G7,LGA,CLT,306444921.0,GJS6184,2013-08-19 10:30:00+00,10:30:00,12:45:00,Mist,62.0,87.0,5.9,6.71,6.71,330.0,17356.29723,ASQ4137,245,40.95000076,-74.43000031
849,850.0,MQ,ICT,ORD,306334762.0,ASQ6114,2013-08-18 23:22:00+00,18:40:00,20:30:00,Light Rain,60.0,62.0,5.9,0.0,0.0,260.0,17356.29723,EJA668,414,39.27999878,-86.27999878
850,143.0,9K,STL,TBN,307671766.0,KAP721,2013-08-31 14:30:00+00,20:30:00,21:24:00,Mist,37.0,113.0,6.21,4.6,4.6,280.0,17356.29723,SWA610,382,41.93000031,-72.62999725
851,65.0,DL,LGA,MCO,306445104.0,DAL1485,2013-08-19 23:30:00+00,15:00:00,17:53:00,Showers in the vicinity,51.0,66.0,10.0,9.21,9.21,270.0,17356.29723,JBU1450,388,41.77000046,-71.33000183
852,9749.0,OO,SLC,ORD,306371599.0,TCF3918,2013-08-18 22:09:00+00,19:45:00,22:51:00,Light Rain,51.0,60.0,10.0,10.36,10.36,240.0,17356.29723,AAL1605,469,35.04999924,-96.31999969
853,805.0,DL,DEN,ATL,306519165.0,TRS576,2013-08-20 12:00:00+00,23:40:00,02:34:00,Mist,68.0,77.0,5.9,2.3,2.3,70.0,17356.29723,UAL1496,462,37.29999924,-93.90000153
854,1830.0,DL,ATL,TPA,306501783.0,TRS154,2013-08-20 12:45:00+00,16:35:00,18:02:00,Mist,75.0,78.0,5.0,6.9,6.9,140.0,17356.29723,AAL2338,454,37.43000031,-93.23000336
